"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Sipa1l3",6.02361757446364e-49,0.292295620502175,0.153,0.029,1.66938537458685e-44,"injury_zone","Sipa1l3","protein_coding"
"Atp5k.1",7.30094813878109e-49,-0.312211716999019,0.996,0.992,2.02338476718179e-44,"injury_zone","Atp5k","protein_coding"
"Mef2a.1",7.39475188330278e-49,0.270197635318525,0.623,0.314,2.04938153693853e-44,"injury_zone","Mef2a","protein_coding"
"Gnas.1",7.55380056947572e-49,0.368108353390267,0.994,0.969,2.0934602898245e-44,"injury_zone","Gnas","protein_coding"
"Tmco1",3.19368596412212e-48,0.255989242845554,0.529,0.25,8.85098128096804e-44,"injury_zone","Tmco1","protein_coding"
"Rbbp7",6.29019586430404e-48,0.298105387240429,0.656,0.356,1.74326488183322e-43,"injury_zone","Rbbp7","protein_coding"
"Cyc1.1",1.29112818152513e-47,-0.409640803980479,0.917,0.928,3.57823264227874e-43,"injury_zone","Cyc1","protein_coding"
"Mrfap1.1",1.85149742776023e-47,0.343360366566329,0.843,0.594,5.1312399712947e-43,"injury_zone","Mrfap1","protein_coding"
"G3bp1.1",1.94273668219252e-47,0.296709010879024,0.698,0.39,5.38410044102834e-43,"injury_zone","G3bp1","protein_coding"
"Fndc1.1",2.21777011779094e-47,0.255217811695314,0.496,0.228,6.1463281044458e-43,"injury_zone","Fndc1","protein_coding"
"Eif4ebp1.1",2.61138632154789e-47,0.352668847369959,0.589,0.314,7.23719605153782e-43,"injury_zone","Eif4ebp1","protein_coding"
"Srp14.1",3.12144531050331e-47,0.327822510175002,0.863,0.6,8.65077353352886e-43,"injury_zone","Srp14","protein_coding"
"Jun",3.91521615924702e-47,0.291573977031934,0.675,0.367,1.08506300637372e-42,"injury_zone","Jun","protein_coding"
"Rnaset2b.1",4.12729026307531e-47,0.344154782143314,0.354,0.144,1.14383722350869e-42,"injury_zone","Rnaset2b","protein_coding"
"Ndufa11.1",5.13213433793893e-47,-0.414921592852496,0.92,0.911,1.42231971041639e-42,"injury_zone","Ndufa11","protein_coding"
"Gm11716.1",6.0552741739514e-47,-0.597668241453046,0.275,0.454,1.67815868456889e-42,"injury_zone","Gm11716","lncRNA"
"Mpc1.1",1.2066517801618e-46,-0.475428874116528,0.872,0.865,3.34411474354042e-42,"injury_zone","Mpc1","protein_coding"
"Cct7.1",1.56127086342914e-46,0.357833721959559,0.791,0.49,4.32690607090752e-42,"injury_zone","Cct7","protein_coding"
"Mrpl20",1.99114597241962e-46,0.312136239006096,0.681,0.39,5.51826194796374e-42,"injury_zone","Mrpl20","protein_coding"
"Eif3m",2.66356841353206e-46,0.310328081074485,0.601,0.319,7.38181350126275e-42,"injury_zone","Eif3m","protein_coding"
"Lrpap1",2.89407463514145e-46,0.257728472170063,0.528,0.254,8.02063844383101e-42,"injury_zone","Lrpap1","protein_coding"
"Phb2.1",3.07496393283956e-46,0.320506544557748,0.745,0.445,8.52195504347156e-42,"injury_zone","Phb2","protein_coding"
"5031439G07Rik",3.48836019480609e-46,0.251255386308759,0.553,0.275,9.66764144388561e-42,"injury_zone","5031439G07Rik","protein_coding"
"Gm25360.1",3.49442973765031e-46,0.309144283829257,0.16,0.034,9.68446257492407e-42,"injury_zone","Gm25360","snRNA"
"Ppp2ca.1",4.14284740846607e-46,0.324094755891196,0.789,0.484,1.14814873078229e-41,"injury_zone","Ppp2ca","protein_coding"
"Arl6ip5.1",4.92192663208304e-46,0.251354893167001,0.568,0.287,1.36406274681549e-41,"injury_zone","Arl6ip5","protein_coding"
"Ndufa2.1",5.82841810745323e-46,-0.32019163588124,0.987,0.977,1.61528779429959e-41,"injury_zone","Ndufa2","protein_coding"
"Casq1.1",6.84405108512897e-46,-0.456681067128088,0.961,0.995,1.89676031773264e-41,"injury_zone","Casq1","protein_coding"
"Hacd1.1",8.84808026743165e-46,0.439724943451104,0.606,0.361,2.45215696531601e-41,"injury_zone","Hacd1","protein_coding"
"Ogdh.1",2.05330796095633e-45,-0.461265290997543,0.84,0.852,5.69053768299437e-41,"injury_zone","Ogdh","protein_coding"
"Calm3.1",2.3375631778142e-45,0.35128880350588,0.779,0.501,6.47832259099428e-41,"injury_zone","Calm3","protein_coding"
"H1f0.1",2.46315871974796e-45,0.28261536049344,0.694,0.387,6.8263980759095e-41,"injury_zone","H1f0","protein_coding"
"Syngr1.1",3.1518727138567e-45,0.463855611352537,0.54,0.304,8.73510003918245e-41,"injury_zone","Syngr1","protein_coding"
"Tmem30a.1",3.4477575824254e-45,0.253555467608219,0.622,0.327,9.55511536393376e-41,"injury_zone","Tmem30a","protein_coding"
"Art3.1",3.49939090939309e-45,-0.588425315292431,0.322,0.489,9.69821196629202e-41,"injury_zone","Art3","protein_coding"
"Arpp19.1",4.36748274180222e-45,0.365810467843803,0.832,0.58,1.21040416706307e-40,"injury_zone","Arpp19","protein_coding"
"Ociad1",5.2561437885577e-45,0.266731571558811,0.645,0.342,1.45668768956088e-40,"injury_zone","Ociad1","protein_coding"
"Cd81.1",5.9401676498201e-45,0.324272543665694,0.856,0.59,1.64625806247114e-40,"injury_zone","Cd81","protein_coding"
"Nlrc3",8.47454631828118e-45,0.431802559219684,0.113,0.016,2.34863576664845e-40,"injury_zone","Nlrc3","protein_coding"
"Ppdpf",1.32950690749882e-44,0.28642145346845,0.596,0.314,3.68459544344222e-40,"injury_zone","Ppdpf","protein_coding"
"Msrb1",1.87579891420758e-44,0.336823762336373,0.776,0.514,5.19858911083488e-40,"injury_zone","Msrb1","protein_coding"
"Tpm2.1",4.2046709391936e-44,-0.500663871533471,0.997,1,1.16528250408811e-39,"injury_zone","Tpm2","protein_coding"
"Ndufs2.1",4.80481349029582e-44,-0.38968195530671,0.932,0.934,1.33160601070058e-39,"injury_zone","Ndufs2","protein_coding"
"Csnk1a1.1",6.44199311377383e-44,0.29083361275229,0.748,0.438,1.78533397155128e-39,"injury_zone","Csnk1a1","protein_coding"
"Polr2f",8.94782820310312e-44,0.307115100491945,0.732,0.442,2.479801108208e-39,"injury_zone","Polr2f","protein_coding"
"Card19.1",1.73419469842486e-43,0.297758893182499,0.729,0.432,4.80614718721466e-39,"injury_zone","Card19","protein_coding"
"Dtnbp1",1.86865774244628e-43,0.272036995481125,0.469,0.225,5.17879806741562e-39,"injury_zone","Dtnbp1","protein_coding"
"Anp32e",2.03920956276122e-43,0.257971625111004,0.551,0.28,5.65146538223644e-39,"injury_zone","Anp32e","protein_coding"
"Sap18.1",3.38645917612682e-43,0.500440764205911,0.431,0.22,9.38523296071787e-39,"injury_zone","Sap18","protein_coding"
"Mtln.1",3.93184454227821e-43,-0.515537287189417,0.716,0.742,1.08967139644698e-38,"injury_zone","Mtln","protein_coding"
"Hmga1.1",3.99623883342989e-43,0.361753033856737,0.137,0.027,1.10751763029676e-38,"injury_zone","Hmga1","protein_coding"
"Ddx6",4.93260350601681e-43,0.252887516906838,0.599,0.313,1.3670217356575e-38,"injury_zone","Ddx6","protein_coding"
"Zfp952.1",4.93336599658436e-43,0.370857034265579,0.198,0.058,1.36723305229339e-38,"injury_zone","Zfp952","protein_coding"
"Klhl31.1",5.05272891678072e-43,-0.505584112592711,0.67,0.748,1.40031329199661e-38,"injury_zone","Klhl31","protein_coding"
"Atp1b1.1",6.54707842047746e-43,-0.604763388811595,0.46,0.584,1.81445731345112e-38,"injury_zone","Atp1b1","protein_coding"
"Ppp1cc.1",6.87923441662157e-43,0.337007942661123,0.333,0.139,1.9065110262225e-38,"injury_zone","Ppp1cc","protein_coding"
"Tm9sf2.1",7.19817455859529e-43,0.2679725210569,0.663,0.36,1.9949020971691e-38,"injury_zone","Tm9sf2","protein_coding"
"Snu13.1",7.85755320537041e-43,0.315695525076542,0.675,0.395,2.17764229533636e-38,"injury_zone","Snu13","protein_coding"
"Itga7.1",7.94156308347135e-43,0.291148194873911,0.7,0.411,2.20092479295325e-38,"injury_zone","Itga7","protein_coding"
"Jph2.1",8.13246284172217e-43,-0.518024656459819,0.614,0.709,2.25383075195488e-38,"injury_zone","Jph2","protein_coding"
"Arl1",1.01351865522325e-42,0.255503709743775,0.647,0.349,2.80886560108572e-38,"injury_zone","Arl1","protein_coding"
"Fgfrl1",1.12692715121326e-42,0.26844496700763,0.353,0.15,3.12316590687243e-38,"injury_zone","Fgfrl1","protein_coding"
"Eif3h.1",1.2165305110124e-42,0.285989761560989,0.776,0.479,3.37149265821977e-38,"injury_zone","Eif3h","protein_coding"
"Psmd14",1.74142908409224e-42,0.261289163315962,0.566,0.296,4.82619656365323e-38,"injury_zone","Psmd14","protein_coding"
"Tmem182.1",1.74502419460922e-42,-0.52933008153468,0.588,0.689,4.83616005293999e-38,"injury_zone","Tmem182","protein_coding"
"Ubc.1",1.92035061853488e-42,-0.41941001865194,0.978,0.962,5.32205970420758e-38,"injury_zone","Ubc","protein_coding"
"Psmc1.1",2.117491474586e-42,0.307901488747877,0.757,0.479,5.86841587266763e-38,"injury_zone","Psmc1","protein_coding"
"Sumo1",2.21946730675393e-42,0.261683738818422,0.613,0.326,6.15103169393784e-38,"injury_zone","Sumo1","protein_coding"
"Ube2k",2.39554853853483e-42,0.264720133385669,0.608,0.324,6.63902321969542e-38,"injury_zone","Ube2k","protein_coding"
"Prmt1",2.58135072690961e-42,0.305423249318086,0.727,0.439,7.15395540455731e-38,"injury_zone","Prmt1","protein_coding"
"2310040G24Rik.1",2.72171366932445e-42,-0.579220236595068,0.588,0.675,7.54295726316579e-38,"injury_zone","2310040G24Rik","lncRNA"
"Ier3ip1",2.92260731822284e-42,0.276318251487864,0.699,0.405,8.09971392172277e-38,"injury_zone","Ier3ip1","protein_coding"
"Snrpc.1",4.51798990211407e-42,0.292803205475005,0.668,0.375,1.25211572147189e-37,"injury_zone","Snrpc","protein_coding"
"Aimp2.1",6.69319578032869e-42,-0.547271793002125,0.634,0.684,1.85495227856029e-37,"injury_zone","Aimp2","protein_coding"
"Bag1.1",7.59743186703156e-42,0.308504457274772,0.767,0.494,2.10555226762913e-37,"injury_zone","Bag1","protein_coding"
"Rer1",9.28444142202099e-42,0.265644043198559,0.661,0.365,2.5730900956989e-37,"injury_zone","Rer1","protein_coding"
"Hhatl.1",1.31852770225777e-41,-0.55486926834201,0.393,0.541,3.65416767403719e-37,"injury_zone","Hhatl","protein_coding"
"Ppp3r1.1",1.43218604423507e-41,0.280908892510914,0.768,0.467,3.96916040299308e-37,"injury_zone","Ppp3r1","protein_coding"
"Tmem258.1",1.44776816772127e-41,0.38522393525757,0.81,0.553,4.01234470002272e-37,"injury_zone","Tmem258","protein_coding"
"Ybx1",2.24929200299151e-41,0.348058747972773,0.939,0.784,6.23368785709067e-37,"injury_zone","Ybx1","protein_coding"
"ENSMUSG00000115801.1",2.27156735095158e-41,0.307072761664301,0.178,0.048,6.2954217564272e-37,"injury_zone","ENSMUSG00000115801","lncRNA"
"Tma7.1",3.37400586811939e-41,0.357865143729154,0.894,0.731,9.35071986290609e-37,"injury_zone","Tma7","protein_coding"
"Synm.1",3.72352254113954e-41,-0.545097589072119,0.496,0.61,1.03193703705141e-36,"injury_zone","Synm","protein_coding"
"Lamtor4",6.1533216015072e-41,0.289810661753619,0.78,0.509,1.70533154864171e-36,"injury_zone","Lamtor4","protein_coding"
"Ndufv2.1",7.88069529772908e-41,-0.407552253949639,0.889,0.893,2.18405589481264e-36,"injury_zone","Ndufv2","protein_coding"
"Rtraf.1",9.48095267771729e-41,0.290634528593857,0.784,0.516,2.62755122510257e-36,"injury_zone","Rtraf","protein_coding"
"Acaa1a",1.08432627814597e-40,0.279116122989709,0.571,0.309,3.00510184725373e-36,"injury_zone","Acaa1a","protein_coding"
"Fem1a.1",1.48960659065038e-40,-0.497648879124486,0.669,0.719,4.12829570532848e-36,"injury_zone","Fem1a","protein_coding"
"Acadvl.1",2.14200473637359e-40,-0.513192765982107,0.653,0.708,5.93635192638578e-36,"injury_zone","Acadvl","protein_coding"
"Sh3glb1.1",4.1088345190635e-40,0.321254307735255,0.909,0.675,1.13872239861326e-35,"injury_zone","Sh3glb1","protein_coding"
"Crat.1",9.9973477280875e-40,-0.498491889503808,0.668,0.7,2.77066494936217e-35,"injury_zone","Crat","protein_coding"
"Lamtor5",1.00130849989874e-39,0.258266543321574,0.601,0.333,2.77502637661937e-35,"injury_zone","Lamtor5","protein_coding"
"Eif4b",1.11578518476492e-39,0.259732067888804,0.692,0.405,3.09228706105749e-35,"injury_zone","Eif4b","protein_coding"
"mt-Tn.1",1.33000490876996e-39,-0.574600968148959,0.914,0.863,3.68597560416506e-35,"injury_zone","mt-Tn","Mt_tRNA"
"Nrap.1",1.54729012131463e-39,-0.423093916001137,0.841,0.921,4.28815984221137e-35,"injury_zone","Nrap","protein_coding"
"Uqcrb.1",2.01804596301213e-39,-0.333029322557509,0.965,0.948,5.59281258189183e-35,"injury_zone","Uqcrb","protein_coding"
"Coq9.1",2.13133524918146e-39,-0.470912343100141,0.658,0.733,5.9067825095815e-35,"injury_zone","Coq9","protein_coding"
"Lrrc30.1",2.75285908736921e-39,-0.529015633089527,0.376,0.519,7.62927367473502e-35,"injury_zone","Lrrc30","protein_coding"
"Banf1",3.15865839472938e-39,0.33419427634197,0.801,0.543,8.753905875153e-35,"injury_zone","Banf1","protein_coding"
"Nutf2-ps1",6.27224182639891e-39,0.309126192075122,0.275,0.109,1.73828909976819e-34,"injury_zone","Nutf2-ps1","protein_coding"
"Tmem59.1",8.99778190365832e-39,0.266274685639034,0.689,0.403,2.49364527677987e-34,"injury_zone","Tmem59","protein_coding"
"Ndufb1.1",9.55947484903491e-39,-0.313312919578937,0.973,0.967,2.64931285966154e-34,"injury_zone","Ndufb1","protein_coding"
"Ubxn1.1",1.17439957420309e-38,0.310954719151729,0.849,0.59,3.25473097994644e-34,"injury_zone","Ubxn1","protein_coding"
"mt-Tp.1",1.2606471831631e-38,-0.667962904823995,0.591,0.637,3.49375760341822e-34,"injury_zone","mt-Tp","Mt_tRNA"
"Bsg",1.48892545074703e-38,-0.386064361200778,0.977,0.951,4.12640799420033e-34,"injury_zone","Bsg","protein_coding"
"Stac3.1",1.7591198818022e-38,-0.525007099268044,0.452,0.571,4.87522484042662e-34,"injury_zone","Stac3","protein_coding"
"Ppp1r3a.1",1.91211444789039e-38,-0.507040066714359,0.289,0.451,5.29923398088342e-34,"injury_zone","Ppp1r3a","protein_coding"
"Ndufaf5.1",2.21714517281928e-38,-0.565416735539788,0.402,0.524,6.14459613195136e-34,"injury_zone","Ndufaf5","protein_coding"
"Psma3",2.94704925110316e-38,0.313602148321465,0.811,0.558,8.16745229450731e-34,"injury_zone","Psma3","protein_coding"
"Strap",3.06782480142722e-38,0.269278803828918,0.632,0.351,8.5021696546754e-34,"injury_zone","Strap","protein_coding"
"Chmp2a.1",3.77541894598451e-38,0.289314629497675,0.704,0.424,1.04631960669015e-33,"injury_zone","Chmp2a","protein_coding"
"Suclg1.1",3.84927069146313e-38,-0.452124220786273,0.781,0.789,1.06678687943209e-33,"injury_zone","Suclg1","protein_coding"
"Psmd13.1",4.35725141541902e-38,0.250224958706198,0.741,0.433,1.20756865726923e-33,"injury_zone","Psmd13","protein_coding"
"Sec61g.1",5.22253253496587e-38,0.77913138140686,0.498,0.331,1.44737266674044e-33,"injury_zone","Sec61g","protein_coding"
"Cwc15",6.11415351765428e-38,0.263713105563469,0.729,0.431,1.69447650588271e-33,"injury_zone","Cwc15","protein_coding"
"Prdx6.1",6.41766466162238e-38,0.302190114889936,0.664,0.394,1.77859158432203e-33,"injury_zone","Prdx6","protein_coding"
"Emg1",6.62619883677023e-38,0.289586174142079,0.638,0.364,1.8363847456225e-33,"injury_zone","Emg1","protein_coding"
"1810058I24Rik.1",7.68944914575529e-38,0.280656099380568,0.729,0.455,2.13105393625462e-33,"injury_zone","1810058I24Rik","protein_coding"
"Lpin1.1",8.96897576241054e-38,-0.511190673085375,0.502,0.605,2.48566194279446e-33,"injury_zone","Lpin1","protein_coding"
"Impdh2",9.89579231501099e-38,0.275744003278249,0.321,0.139,2.74251988218215e-33,"injury_zone","Impdh2","protein_coding"
"Serbp1.1",1.08232178350189e-37,0.327238727790254,0.941,0.768,2.99954659079714e-33,"injury_zone","Serbp1","protein_coding"
"Derl1",1.23607073586624e-37,0.256210336929049,0.692,0.402,3.42564643737969e-33,"injury_zone","Derl1","protein_coding"
"Sar1a.1",1.39734512222e-37,0.293853433236772,0.757,0.487,3.87260227172052e-33,"injury_zone","Sar1a","protein_coding"
"Hspb8.1",1.4627845912063e-37,0.479170912853853,0.884,0.794,4.05396121606915e-33,"injury_zone","Hspb8","protein_coding"
"Psmd2.1",2.51821165928583e-37,0.31619070984608,0.818,0.557,6.97897179254476e-33,"injury_zone","Psmd2","protein_coding"
"Fabp4.1",3.9690179969702e-37,0.322149714870679,0.963,0.825,1.09997364768032e-32,"injury_zone","Fabp4","protein_coding"
"S100a16.1",4.13897258750812e-37,0.265229804688793,0.658,0.38,1.147074862902e-32,"injury_zone","S100a16","protein_coding"
"Prkaca",4.7168989174784e-37,0.264002120150267,0.674,0.397,1.30724136598997e-32,"injury_zone","Prkaca","protein_coding"
"Nedd4.1",4.97703974747033e-37,0.299348796229882,0.867,0.648,1.37933679561393e-32,"injury_zone","Nedd4","protein_coding"
"Cisd1.1",5.16980606883497e-37,-0.451038755770087,0.79,0.819,1.43276005391692e-32,"injury_zone","Cisd1","protein_coding"
"Etfb.1",5.40332092860397e-37,-0.453896804590645,0.836,0.816,1.4974763621533e-32,"injury_zone","Etfb","protein_coding"
"Tspan3.1",7.46703461580969e-37,0.357147435078202,0.778,0.548,2.0694139734255e-32,"injury_zone","Tspan3","protein_coding"
"Acacb.1",8.39198731680611e-37,-0.495846836830947,0.265,0.43,2.32575536497965e-32,"injury_zone","Acacb","protein_coding"
"Luc7l2.1",1.33323490922527e-36,0.274931786163451,0.49,0.256,3.69492722742692e-32,"injury_zone","Luc7l2","protein_coding"
"Hsbp1",1.98098365460891e-36,0.270802574332182,0.789,0.521,5.49009810038313e-32,"injury_zone","Hsbp1","protein_coding"
"Capza2",2.10857045170157e-36,0.301546365320126,0.89,0.652,5.84369214984573e-32,"injury_zone","Capza2","protein_coding"
"Eif3i.1",2.4671270665137e-36,0.272969903084234,0.773,0.493,6.83739595213608e-32,"injury_zone","Eif3i","protein_coding"
"Psmb2",2.48154758288635e-36,0.295313680088612,0.745,0.479,6.87736097121123e-32,"injury_zone","Psmb2","protein_coding"
"Rab5if.1",4.05802228671451e-36,0.274452337983391,0.651,0.389,1.12464029654006e-31,"injury_zone","Rab5if","protein_coding"
"Mat2a.1",5.29087688739947e-36,0.252073531045783,0.729,0.444,1.46631362057389e-31,"injury_zone","Mat2a","protein_coding"
"Asb11.1",1.47320934707262e-35,-0.509150646947448,0.356,0.497,4.08285238447705e-31,"injury_zone","Asb11","protein_coding"
"Polr2k",3.20094989854966e-35,0.252064197737641,0.734,0.444,8.87111254884052e-31,"injury_zone","Polr2k","protein_coding"
"Synpo2.1",4.39079725339013e-35,-0.440640711229979,0.712,0.788,1.21686555080454e-30,"injury_zone","Synpo2","protein_coding"
"Psmb4.1",5.58607698676056e-35,0.314913258666037,0.919,0.728,1.54812537611082e-30,"injury_zone","Psmb4","protein_coding"
"Prg4.1",6.73455302104913e-35,0.489930845870669,0.33,0.151,1.86641402425356e-30,"injury_zone","Prg4","protein_coding"
"Sgca.1",6.91293143321069e-35,-0.477600567138302,0.539,0.642,1.91584981740001e-30,"injury_zone","Sgca","protein_coding"
"Txn2.1",7.12636057832163e-35,0.312988443317263,0.849,0.652,1.97499957067606e-30,"injury_zone","Txn2","protein_coding"
"Vapa",1.24281048926927e-34,0.280559245822656,0.818,0.565,3.44432498996087e-30,"injury_zone","Vapa","protein_coding"
"Dhrs7c.1",1.26873679326603e-34,-0.511460940671478,0.405,0.536,3.51617714885746e-30,"injury_zone","Dhrs7c","protein_coding"
"Serping1.1",1.67135844636467e-34,0.291225367516857,0.714,0.454,4.63200279825504e-30,"injury_zone","Serping1","protein_coding"
"Trim35",1.77799802944295e-34,0.251726129465918,0.663,0.4,4.92754373879819e-30,"injury_zone","Trim35","protein_coding"
"Swi5",2.38942560498355e-34,0.287658929324469,0.827,0.589,6.6220541216514e-30,"injury_zone","Swi5","protein_coding"
"Psmb1",2.43522351874061e-34,0.27664105369153,0.865,0.651,6.74897845983774e-30,"injury_zone","Psmb1","protein_coding"
"3425401B19Rik.1",4.36961608813973e-34,-0.488448861280407,0.515,0.627,1.21099540266704e-29,"injury_zone","3425401B19Rik","protein_coding"
"Fbxo40.1",5.34329372652497e-34,-0.503548970630988,0.454,0.561,1.48084042336913e-29,"injury_zone","Fbxo40","protein_coding"
"Vamp5.1",5.54184150315178e-34,-0.524379738815536,0.48,0.579,1.53586595418348e-29,"injury_zone","Vamp5","protein_coding"
"Pkia.1",5.79639678085664e-34,-0.495907416183578,0.596,0.647,1.60641340384661e-29,"injury_zone","Pkia","protein_coding"
"mt-Ta.1",6.15000082593942e-34,-0.533532729350177,0.947,0.895,1.70441122890085e-29,"injury_zone","mt-Ta","Mt_tRNA"
"Eloc",7.9365161053655e-34,0.256079319153533,0.745,0.469,2.19952607344099e-29,"injury_zone","Eloc","protein_coding"
"Ndufv3.1",8.66596017427402e-34,-0.325315327119491,0.95,0.932,2.4016842026983e-29,"injury_zone","Ndufv3","protein_coding"
"D8Ertd738e",3.19565320453412e-33,0.277790536191439,0.889,0.679,8.85643329104585e-29,"injury_zone","D8Ertd738e","protein_coding"
"Srl.1",3.48902067460289e-33,-0.360596017153023,0.827,0.897,9.66947189759445e-29,"injury_zone","Srl","protein_coding"
"Psma7.1",3.79973366761183e-33,0.329044510775622,0.794,0.568,1.05305818864194e-28,"injury_zone","Psma7","protein_coding"
"Psmb3.1",8.34787615421276e-33,0.288489274864498,0.871,0.661,2.31353039737852e-28,"injury_zone","Psmb3","protein_coding"
"Ankrd23.1",1.45747522964327e-32,-0.914290779025699,0.379,0.493,4.03924685143337e-28,"injury_zone","Ankrd23","protein_coding"
"Rab7",2.45612144763415e-32,0.340416359711338,0.822,0.622,6.80689497997329e-28,"injury_zone","Rab7","protein_coding"
"Eln.1",3.86274273779602e-32,0.302306557765639,0.326,0.144,1.07052052235279e-27,"injury_zone","Eln","protein_coding"
"Ndufa6.1",4.08970902468099e-32,-0.306106841018658,0.97,0.954,1.13342195910009e-27,"injury_zone","Ndufa6","protein_coding"
"Tmem109",4.67125708329648e-32,-0.383018031597699,0.88,0.85,1.29459218806479e-27,"injury_zone","Tmem109","protein_coding"
"Tomm6.1",4.95493728037381e-32,0.449118414666964,0.143,0.041,1.3732113178828e-27,"injury_zone","Tomm6","protein_coding"
"Ndufa12.1",7.30440035197054e-32,-0.374063295882805,0.904,0.876,2.02434151354511e-27,"injury_zone","Ndufa12","protein_coding"
"Tspan8.1",8.80191221024424e-32,-0.450686784664437,0.219,0.378,2.43936194994709e-27,"injury_zone","Tspan8","protein_coding"
"Ipo13.1",1.15830640774587e-31,-0.478199439706117,0.508,0.577,3.21013037842689e-27,"injury_zone","Ipo13","protein_coding"
"Gm29666",2.21886070511536e-31,0.467712639587537,0.109,0.024,6.14935055815671e-27,"injury_zone","Gm29666","protein_coding"
"Vcp",2.95437620334674e-31,0.256438866668559,0.964,0.838,8.18775820995516e-27,"injury_zone","Vcp","protein_coding"
"Nipsnap2.1",3.23599846915906e-31,-0.392888490896395,0.739,0.788,8.96824615742742e-27,"injury_zone","Nipsnap2","protein_coding"
"Epn1",4.21767982421392e-31,0.252886362928216,0.648,0.386,1.16888778648265e-26,"injury_zone","Epn1","protein_coding"
"Snta1.1",4.81643136641928e-31,-0.460102259478709,0.573,0.637,1.33482578888944e-26,"injury_zone","Snta1","protein_coding"
"2310002L09Rik.1",5.49284183090859e-31,-0.494637774107205,0.388,0.5,1.52228618501801e-26,"injury_zone","2310002L09Rik","protein_coding"
"Spcs2",1.02176277872978e-30,0.252035630086214,0.693,0.451,2.8317133649717e-26,"injury_zone","Spcs2","protein_coding"
"Myl2.1",1.15582387422251e-30,-0.953540316567977,0.19,0.337,3.20325028502026e-26,"injury_zone","Myl2","protein_coding"
"Ube2v1",1.19743667621014e-30,0.328503640943456,0.4,0.217,3.31857600444877e-26,"injury_zone","Ube2v1","protein_coding"
"Got2.1",1.21244947912055e-30,-0.388703913280081,0.824,0.814,3.36018248643468e-26,"injury_zone","Got2","protein_coding"
"Ndufb10.1",2.54448678944097e-30,-0.314485112460451,0.955,0.942,7.05179068825669e-26,"injury_zone","Ndufb10","protein_coding"
"Cd36.1",1.23546762564696e-29,0.437430270624509,0.829,0.647,3.42397497771799e-25,"injury_zone","Cd36","protein_coding"
"Lrrc14b.1",1.24137603671204e-29,-0.448887985070193,0.273,0.416,3.44034954814375e-25,"injury_zone","Lrrc14b","protein_coding"
"Pdlim7.1",1.31083150757913e-29,-0.390082804084253,0.822,0.845,3.63283844010481e-25,"injury_zone","Pdlim7","protein_coding"
"Naa50",2.21017193523633e-29,0.26204892613448,0.789,0.543,6.12527050131398e-25,"injury_zone","Naa50","protein_coding"
"Ndufa8.1",2.25379538735425e-29,-0.383658722112692,0.85,0.83,6.24616853651358e-25,"injury_zone","Ndufa8","protein_coding"
"Thbs4.1",3.04856953932938e-29,0.568460767573321,0.699,0.497,8.44880562129745e-25,"injury_zone","Thbs4","protein_coding"
"Ywhae",3.0998494394504e-29,0.258804306451983,0.908,0.737,8.59092273649284e-25,"injury_zone","Ywhae","protein_coding"
"Myom2.1",3.6768185802756e-29,-0.365221396663811,0.792,0.887,1.01899350133758e-24,"injury_zone","Myom2","protein_coding"
"Tug1.1",5.08334337493442e-29,-0.377304342346611,0.368,0.172,1.40879778292933e-24,"injury_zone","Tug1","protein_coding"
"Myl3.1",5.86199297682582e-29,-0.957143748928322,0.236,0.368,1.62459273359751e-24,"injury_zone","Myl3","protein_coding"
"Snhg12.1",6.03736815100473e-29,0.332360103981646,0.308,0.142,1.67319620936945e-24,"injury_zone","Snhg12","lncRNA"
"Idh3a.1",1.11310808941616e-28,-0.327247069647103,0.856,0.881,3.08486775900795e-24,"injury_zone","Idh3a","protein_coding"
"Srpk1.1",1.27241922406605e-28,0.258143898084488,0.23,0.095,3.52638263757666e-24,"injury_zone","Srpk1","protein_coding"
"Perm1.1",1.91402429880614e-28,-0.416884115520678,0.192,0.336,5.30452694171134e-24,"injury_zone","Perm1","protein_coding"
"Gmpr.1",3.79772888718103e-28,-0.46951733467713,0.475,0.545,1.05250258379335e-23,"injury_zone","Gmpr","protein_coding"
"Mrln.1",5.52361707050299e-28,-0.470612072480305,0.358,0.477,1.5308152349192e-23,"injury_zone","Mrln","protein_coding"
"Phkb.1",6.02644306921055e-28,-0.4763028913855,0.516,0.584,1.67016843220101e-23,"injury_zone","Phkb","protein_coding"
"Zfp106.1",8.68433228214333e-28,-0.476302444426332,0.72,0.695,2.4067758486732e-23,"injury_zone","Zfp106","protein_coding"
"Dcn.1",9.32930400099236e-28,0.26324490919676,0.952,0.846,2.58552331083502e-23,"injury_zone","Dcn","protein_coding"
"Padi2.1",1.02112579589401e-27,-0.460576533109021,0.275,0.401,2.82994803074066e-23,"injury_zone","Padi2","protein_coding"
"Ggnbp1.1",1.09826021505387e-27,-0.340513359061835,0.082,0.224,3.0437183600003e-23,"injury_zone","Ggnbp1","protein_coding"
"Akr1b3.1",1.12542656966562e-27,0.27608795800326,0.878,0.669,3.1190071951713e-23,"injury_zone","Akr1b3","protein_coding"
"Tuba8.1",1.66311977814938e-27,-0.441629830797727,0.476,0.567,4.6091701531632e-23,"injury_zone","Tuba8","protein_coding"
