"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Atp1a2.1",1.00417245197354e-128,-0.535352245982263,0.927,0.959,2.78296353339948e-124,"yPAP","Atp1a2","protein_coding"
"Ly6e.1",1.03837341567329e-128,-0.813362240186713,0.599,0.814,2.87774808419696e-124,"yPAP","Ly6e","protein_coding"
"Snord71.1",1.17521661801464e-127,0.319360065652035,0.184,0,3.25699533516578e-123,"yPAP","Snord71","snoRNA"
"Gnas.1",1.13304879314507e-126,-0.452690863338913,0.975,0.963,3.14013142532224e-122,"yPAP","Gnas","protein_coding"
"Gm22748.1",1.83108254299826e-126,0.35309555873349,0.199,0.007,5.07466215966537e-122,"yPAP","Gm22748","snoRNA"
"Myom3.1",6.18436731889665e-126,-0.380691393740462,0.14,0.392,1.71393555875902e-121,"yPAP","Myom3","protein_coding"
"Actn2.1",1.41143310757238e-124,-0.686726506693994,0.899,0.91,3.91164571432609e-120,"yPAP","Actn2","protein_coding"
"Gm22270.1",9.8783871789333e-124,0.315585394133861,0.179,0,2.73769622276958e-119,"yPAP","Gm22270","snoRNA"
"Mef2c.1",1.64634606847978e-123,-0.532927618510917,0.669,0.851,4.56268349418485e-119,"yPAP","Mef2c","protein_coding"
"Tnnc1.1",3.31395009294615e-123,-0.546180977212845,0.201,0.458,9.18428128759097e-119,"yPAP","Tnnc1","protein_coding"
"Cryab.1",9.05174747528669e-123,-0.460182087983767,0.991,0.997,2.50860129530095e-118,"yPAP","Cryab","protein_coding"
"Gm26165.1",8.86964476972015e-122,0.30237169028793,0.176,0,2.45813335148024e-117,"yPAP","Gm26165","snoRNA"
"Myh8.1",3.62675350949196e-121,-0.903045794284431,0.33,0.607,1.0051184676206e-116,"yPAP","Myh8","protein_coding"
"Arl6ip5.1",5.5264098851353e-120,-0.521274800606294,0.357,0.613,1.5315892355664e-115,"yPAP","Arl6ip5","protein_coding"
"Gm13568.1",1.72425941807319e-119,1.58568601265927,0.18,0.003,4.77861255124804e-115,"yPAP","Gm13568","lncRNA"
"Snora73b.1",8.28007211289346e-119,0.335637134503984,0.182,0.004,2.29473918536729e-114,"yPAP","Snora73b","snoRNA"
"Cox6c.1",2.77516469857621e-118,0.361606523255727,0.996,0.972,7.69109144563412e-114,"yPAP","Cox6c","protein_coding"
"Casq2.1",4.15965407176489e-118,-0.762505820230323,0.311,0.57,1.15280652944892e-113,"yPAP","Casq2","protein_coding"
"Rsad2.1",1.41072210116818e-116,-0.509666636694019,0.071,0.269,3.9096752311775e-112,"yPAP","Rsad2","protein_coding"
"Bgn.1",2.0987337882171e-116,-0.823955701969533,0.645,0.815,5.81643082066488e-112,"yPAP","Bgn","protein_coding"
"Chrng.1",2.61063679055255e-116,-0.251610185040473,0.037,0.207,7.23511880133733e-112,"yPAP","Chrng","protein_coding"
"Igfbp5.1",2.44302579769076e-114,-0.800753217067206,0.684,0.823,6.77060169572018e-110,"yPAP","Igfbp5","protein_coding"
"Snord111.1",3.36071187444227e-114,0.298020812936668,0.167,0,9.31387688882931e-110,"yPAP","Snord111","snoRNA"
"Tmsb10.1",4.52152380635734e-113,-0.82941993163641,0.739,0.898,1.25309510769387e-108,"yPAP","Tmsb10","protein_coding"
"Bin1.1",6.99124753730272e-113,-0.45639263769948,0.907,0.943,1.93755434248808e-108,"yPAP","Bin1","protein_coding"
"Mylk4.1",4.0528715928352e-112,0.713258271384446,0.665,0.499,1.12321283323835e-107,"yPAP","Mylk4","protein_coding"
"Gm22513.1",3.25220053278874e-110,0.601339657587182,0.167,0.003,9.01314855657071e-106,"yPAP","Gm22513","snRNA"
"Synpo2l.1",6.68258354303886e-109,-0.493975580618031,0.454,0.708,1.85201120311779e-104,"yPAP","Synpo2l","protein_coding"
"Neb.1",3.98766097895815e-108,-0.364744274488509,0.987,0.992,1.10514036370846e-103,"yPAP","Neb","protein_coding"
"Mylk2.1",1.30101665443685e-107,0.609849416623287,0.874,0.808,3.60563755610629e-103,"yPAP","Mylk2","protein_coding"
"Snord73b.1",3.11397153005898e-107,0.272563448081078,0.157,0,8.63006069840545e-103,"yPAP","Snord73b","snoRNA"
"H2-Q7.1",3.20495064788795e-107,-0.409186703987987,0.129,0.35,8.88220022555666e-103,"yPAP","H2-Q7","protein_coding"
"Nes.1",8.89375777514162e-107,-0.471561653496702,0.241,0.5,2.46481602980275e-102,"yPAP","Nes","protein_coding"
"Eif5b.1",7.56258802405781e-106,-0.485098484141344,0.27,0.537,2.09589564498738e-101,"yPAP","Eif5b","protein_coding"
"mt-Rnr2.1",8.70705164694171e-105,-0.582390162804751,1,1,2.41307229343343e-100,"yPAP","mt-Rnr2","Mt_rRNA"
"Snord11.1",2.69787718285258e-104,0.265010154854556,0.153,0,7.47689682455764e-100,"yPAP","Snord11","snoRNA"
"Pvalb.1",3.57383721784658e-104,0.475360602703464,1,0.999,9.90453246554001e-100,"yPAP","Pvalb","protein_coding"
"Bex1.1",7.32658362704517e-104,-0.529560077525271,0.261,0.508,2.0304893863993e-99,"yPAP","Bex1","protein_coding"
"Rpsa.1",2.39337821018878e-103,-0.418335960871055,0.969,0.985,6.6330083717172e-99,"yPAP","Rpsa","protein_coding"
"mt-Tr.1",6.49068406989477e-103,0.360017917911976,0.236,0.048,1.79882818313064e-98,"yPAP","mt-Tr","Mt_tRNA"
"Jpt1.1",1.06029640591078e-102,-0.695757684783341,0.444,0.665,2.93850545934114e-98,"yPAP","Jpt1","protein_coding"
"Gm22884.1",1.42093445992582e-102,0.29561122849084,0.15,0,3.93797776223841e-98,"yPAP","Gm22884","snoRNA"
"B2m.1",1.09860771668147e-101,-0.908082017947767,0.818,0.936,3.04468142601103e-97,"yPAP","B2m","protein_coding"
"Gm26448.1",5.10228376121503e-101,0.272945996316514,0.151,0.001,1.41404692158313e-96,"yPAP","Gm26448","snoRNA"
"Snord90.1",1.09832954617297e-100,0.26437797302952,0.148,0,3.04391050426377e-96,"yPAP","Snord90","snoRNA"
"Ppp3ca.1",2.04896321779679e-100,-0.564182918864446,0.631,0.827,5.67849666180202e-96,"yPAP","Ppp3ca","protein_coding"
"Gatm.1",3.85529650887677e-100,-0.47666365503872,0.161,0.38,1.06845687447011e-95,"yPAP","Gatm","protein_coding"
"Rps8.1",1.21188241537631e-99,-0.417584105842454,0.95,0.973,3.35861092597389e-95,"yPAP","Rps8","protein_coding"
"Ifi27l2a.1",1.26114100762491e-99,-0.642935361769897,0.431,0.703,3.49512618853167e-95,"yPAP","Ifi27l2a","protein_coding"
"Tpm2.1",1.19299927029407e-97,-0.293753911476514,0.999,0.998,3.30627817769299e-93,"yPAP","Tpm2","protein_coding"
"Taf1d.1",3.22159005965015e-97,0.648281505897319,0.357,0.159,8.92831469131442e-93,"yPAP","Taf1d","protein_coding"
"Nrap.1",7.34091006070309e-97,-0.459572082512423,0.901,0.932,2.03445981422326e-92,"yPAP","Nrap","protein_coding"
"Ckb.1",1.3765307219472e-96,-0.60903361447598,0.31,0.562,3.81491724280446e-92,"yPAP","Ckb","protein_coding"
"Laptm5.1",3.82708807142237e-96,-0.734700382523349,0.331,0.587,1.060639188114e-91,"yPAP","Laptm5","protein_coding"
"Lmod3.1",1.17414662390894e-95,-0.452212136920922,0.5,0.728,3.25402995350123e-91,"yPAP","Lmod3","protein_coding"
"H19.1",1.3600483998293e-95,-0.929437014691332,0.775,0.813,3.76923813528692e-91,"yPAP","H19","lncRNA"
"Cilp.1",1.99719575574217e-94,-0.617462844627462,0.389,0.627,5.53502831746384e-90,"yPAP","Cilp","protein_coding"
"Amotl1.1",3.29301611439113e-93,-0.434480327434527,0.567,0.785,9.12626485942358e-89,"yPAP","Amotl1","protein_coding"
"Rps9.1",4.76144499113101e-93,-0.492063054958322,0.962,0.981,1.31958686484205e-88,"yPAP","Rps9","protein_coding"
"Cdkn1a.1",7.18174023736491e-93,-0.526081671966428,0.268,0.504,1.99034748938331e-88,"yPAP","Cdkn1a","protein_coding"
"Gm25788.1",8.54170192231087e-92,0.424817069310914,0.136,0,2.36724727074923e-87,"yPAP","Gm25788","snoRNA"
"Gas5.1",1.05238864010136e-91,0.903740572023655,0.641,0.651,2.91658987717691e-87,"yPAP","Gas5","lncRNA"
"Kif1b.1",5.12714032247734e-91,-0.439654679018737,0.627,0.81,1.42093566897137e-86,"yPAP","Kif1b","protein_coding"
"Cox6a2.1",5.87790998858009e-91,0.417305145859459,0.994,0.976,1.62900397423509e-86,"yPAP","Cox6a2","protein_coding"
"Zbtb20.1",1.36448912278838e-89,-0.398124241806783,0.35,0.611,3.78154515489572e-85,"yPAP","Zbtb20","protein_coding"
"Dmpk.1",5.04975443577432e-89,-0.432109814116164,0.573,0.786,1.3994889443305e-84,"yPAP","Dmpk","protein_coding"
"Atp5md.1",5.43607810027376e-89,0.34716467955985,0.98,0.931,1.50655468470987e-84,"yPAP","Atp5md","protein_coding"
"Pacsin3.1",1.03398930640733e-88,-0.465959942450157,0.623,0.794,2.86559796377729e-84,"yPAP","Pacsin3","protein_coding"
"Isg15.1",1.07166127779911e-87,-0.410407702049099,0.126,0.319,2.97000206529244e-83,"yPAP","Isg15","protein_coding"
"Atp5k.1",3.53123333142339e-87,0.312540325445748,0.993,0.965,9.78646005470677e-83,"yPAP","Atp5k","protein_coding"
"H2-D1.1",2.17845343946964e-86,-0.685135059350847,0.673,0.857,6.03736586214616e-82,"yPAP","H2-D1","protein_coding"
"Fmc1.1",3.57440847241394e-86,0.477439213523209,0.761,0.656,9.906115640448e-82,"yPAP","Fmc1","protein_coding"
"Hcfc1r1.1",4.74541875446429e-86,-0.49367600152592,0.624,0.779,1.31514535361223e-81,"yPAP","Hcfc1r1","protein_coding"
"Xirp2.1",6.199576312645e-86,-0.553640553052907,0.913,0.945,1.71815057928643e-81,"yPAP","Xirp2","protein_coding"
"Cdkn1c.1",3.70880490889331e-84,-0.407895709142707,0.207,0.426,1.02785819245069e-79,"yPAP","Cdkn1c","protein_coding"
"Apoe.1",1.30094885383592e-83,-0.855902256998431,0.86,0.911,3.60544965352088e-79,"yPAP","Apoe","protein_coding"
"Gamt.1",2.3326306373766e-83,-0.446135743808274,0.29,0.512,6.46465254842552e-79,"yPAP","Gamt","protein_coding"
"Tubb6.1",1.83582932876186e-82,-0.520016659714545,0.363,0.598,5.08781740173061e-78,"yPAP","Tubb6","protein_coding"
"Postn.1",3.84234025806597e-82,-0.694619764931584,0.364,0.588,1.0648661791204e-77,"yPAP","Postn","protein_coding"
"Cfb.1",5.04743796034691e-82,-0.331154718792036,0.07,0.228,1.39884695633054e-77,"yPAP","Cfb","protein_coding"
"Ankrd23.1",1.49539556401852e-81,-0.588112628573688,0.464,0.716,4.14433926612094e-77,"yPAP","Ankrd23","protein_coding"
"Myo18a.1",2.26407368848039e-81,-0.355667558543691,0.325,0.573,6.27465382025455e-77,"yPAP","Myo18a","protein_coding"
"Myoz2.1",3.28926076346197e-81,-0.417705696998387,0.326,0.556,9.11585727985849e-77,"yPAP","Myoz2","protein_coding"
"Ttn.1",9.72623718512154e-81,-0.353303901783332,1,0.998,2.69552937348458e-76,"yPAP","Ttn","protein_coding"
"Mapt.1",1.87317374703441e-80,-0.276436740426098,0.11,0.295,5.19131372253116e-76,"yPAP","Mapt","protein_coding"
"Tnnt1.1",3.58056159982806e-80,-0.644923965884159,0.334,0.533,9.92316841776349e-76,"yPAP","Tnnt1","protein_coding"
"Tnnc2.1",1.86367640592089e-79,0.264748750499163,1,1,5.16499279136914e-75,"yPAP","Tnnc2","protein_coding"
"Ncam1.1",2.62841056080739e-79,-0.261489933656695,0.108,0.288,7.28437702822159e-75,"yPAP","Ncam1","protein_coding"
"Serpinb6a.1",3.69281754313305e-79,-0.496875019313567,0.706,0.846,1.02342745390389e-74,"yPAP","Serpinb6a","protein_coding"
"Sec61a1.1",5.66704679451475e-79,0.455706643356733,0.623,0.487,1.57056534863182e-74,"yPAP","Sec61a1","protein_coding"
"Sec62.1",4.04483842107209e-78,-0.368584291111789,0.29,0.529,1.12098652001592e-73,"yPAP","Sec62","protein_coding"
"Ehbp1l1.1",7.08515321354378e-78,-0.457897107821804,0.653,0.81,1.96357936160152e-73,"yPAP","Ehbp1l1","protein_coding"
"Rplp0.1",8.88257218374341e-78,-0.262567124499847,0.985,0.987,2.46171605500265e-73,"yPAP","Rplp0","protein_coding"
"Ndufb9.1",2.06300661765498e-77,0.356526250319487,0.981,0.931,5.717416540169e-73,"yPAP","Ndufb9","protein_coding"
"Fcgr4.1",7.96303711293272e-77,-0.325042180913867,0.079,0.234,2.20687610547817e-72,"yPAP","Fcgr4","protein_coding"
"Kif5b.1",1.42356858229022e-76,-0.397211500970199,0.407,0.649,3.94527796895912e-72,"yPAP","Kif5b","protein_coding"
"Actc1.1",1.12538691911352e-75,-1.01666305790803,0.617,0.742,3.1188973076312e-71,"yPAP","Actc1","protein_coding"
"Psmd1.1",3.66305334086264e-75,-0.404850352747503,0.355,0.596,1.01517860288667e-70,"yPAP","Psmd1","protein_coding"
"Bst2.1",9.94893341921515e-75,-0.628595035859309,0.356,0.585,2.75724740780129e-70,"yPAP","Bst2","protein_coding"
"Arrdc2.1",1.48830432554482e-74,0.331828591397367,0.199,0.05,4.12468660781492e-70,"yPAP","Arrdc2","protein_coding"
"Eln.1",2.75056007684299e-74,-0.371393769104036,0.19,0.4,7.62290219696265e-70,"yPAP","Eln","protein_coding"
"2310022B05Rik.1",3.27094452883211e-74,-0.306430161190899,0.168,0.361,9.0650956672053e-70,"yPAP","2310022B05Rik","protein_coding"
"5430431A17Rik.1",1.22126133613219e-73,-0.506743640093054,0.361,0.584,3.38460366695675e-69,"yPAP","5430431A17Rik","lncRNA"
"Cybb.1",9.35547901346131e-73,-0.434446204636883,0.177,0.368,2.59277745379067e-68,"yPAP","Cybb","protein_coding"
"Noct.1",5.42861177884593e-72,0.413907959630996,0.635,0.514,1.50448546838936e-67,"yPAP","Noct","protein_coding"
"Mndal.1",1.26583485175367e-71,-0.307772683034955,0.131,0.308,3.50813470815013e-67,"yPAP","Mndal","protein_coding"
"Ehd4.1",1.38933963865138e-71,-0.362708540969538,0.304,0.534,3.85041587455845e-67,"yPAP","Ehd4","protein_coding"
"Dclk1.1",2.47401248582806e-71,-0.28013356911516,0.093,0.249,6.8564782032239e-67,"yPAP","Dclk1","protein_coding"
"Fhl1.1",2.67021188090247e-71,-0.439215069324113,0.979,0.98,7.4002252067331e-67,"yPAP","Fhl1","protein_coding"
"Mgp.1",1.14549788968551e-70,-0.701941641338907,0.737,0.826,3.17463285147442e-66,"yPAP","Mgp","protein_coding"
"Gm22973.1",2.29931824462792e-70,0.318167648332963,0.106,0,6.37233058316182e-66,"yPAP","Gm22973","snRNA"
"Csrp3.1",7.00253985385905e-70,-0.606600243918296,0.685,0.809,1.9406838950985e-65,"yPAP","Csrp3","protein_coding"
"Ccl5.1",2.41780140122565e-69,-0.278078839538317,0.048,0.177,6.70069480335675e-65,"yPAP","Ccl5","protein_coding"
"Ndufa2.1",2.55359539539437e-69,0.288000388938228,0.98,0.942,7.07703427879595e-65,"yPAP","Ndufa2","protein_coding"
"Cfl2.1",5.36474769098461e-69,-0.365012341093236,0.783,0.864,1.48678617507947e-64,"yPAP","Cfl2","protein_coding"
"Hspb1.1",1.18145799027222e-68,-0.474012243852423,0.826,0.857,3.27429267424044e-64,"yPAP","Hspb1","protein_coding"
"Dgkz.1",2.64218919887241e-68,-0.331507991661129,0.236,0.446,7.32256314575498e-64,"yPAP","Dgkz","protein_coding"
"Sln.1",3.40927216958267e-68,-0.335459442364633,0.148,0.331,9.4484568907814e-64,"yPAP","Sln","protein_coding"
"Ly6c2.1",4.86827195538793e-68,-0.785539994745818,0.101,0.251,1.34919288971621e-63,"yPAP","Ly6c2","protein_coding"
"Klhl41.1",6.00295199929928e-68,-0.338598365495634,0.91,0.954,1.6636581170858e-63,"yPAP","Klhl41","protein_coding"
"Mamstr.1",6.34670723273791e-68,-0.264299517944963,0.171,0.362,1.75892644248098e-63,"yPAP","Mamstr","protein_coding"
"C1qa.1",7.2038165756997e-68,-0.544345263270271,0.475,0.677,1.99646572578942e-63,"yPAP","C1qa","protein_coding"
"Acta2.1",7.55599946634907e-68,-0.577879641896211,0.365,0.568,2.09406969210398e-63,"yPAP","Acta2","protein_coding"
"Atp2a2.1",2.10095012525921e-67,-0.538487269473068,0.437,0.617,5.82257317714338e-63,"yPAP","Atp2a2","protein_coding"
"Fabp3.1",2.78165887056993e-67,-0.565249704628849,0.823,0.829,7.7090893938975e-63,"yPAP","Fabp3","protein_coding"
"Smpx.1",1.56819383938906e-66,-0.366245432601007,0.817,0.888,4.34609240648285e-62,"yPAP","Smpx","protein_coding"
"C4b.1",7.91997603390713e-66,-0.29049188669887,0.083,0.231,2.19494215803702e-61,"yPAP","C4b","protein_coding"
"Larp4b.1",8.79729032003505e-66,-0.34598808234534,0.327,0.546,2.43808103929451e-61,"yPAP","Larp4b","protein_coding"
"Oasl2.1",3.99820702118477e-65,-0.295486228122631,0.105,0.259,1.10806309385115e-60,"yPAP","Oasl2","protein_coding"
"Atp2b1.1",4.42874768131145e-65,-0.395599757262709,0.268,0.479,1.22738313239865e-60,"yPAP","Atp2b1","protein_coding"
"Psmd2.1",1.10905189881809e-64,-0.497703408926812,0.622,0.81,3.07362643238447e-60,"yPAP","Psmd2","protein_coding"
"Sgk1.1",3.08718275760421e-64,0.389801046161691,0.668,0.556,8.5558182944243e-60,"yPAP","Sgk1","protein_coding"
"Col1a2.1",4.74912609286872e-64,-0.584830449070202,0.855,0.91,1.31617280537764e-59,"yPAP","Col1a2","protein_coding"
"Flnc.1",5.69051304462872e-64,-0.378085787038434,0.899,0.909,1.5770687851884e-59,"yPAP","Flnc","protein_coding"
"Cdc34.1",1.23676885910562e-63,-0.373344561898021,0.723,0.855,3.42758121612532e-59,"yPAP","Cdc34","protein_coding"
"Chrna1.1",5.24061240848254e-63,-0.49147260372835,0.294,0.481,1.45238332288685e-58,"yPAP","Chrna1","protein_coding"
"Gsn.1",6.4137714569791e-63,0.408639108758731,0.968,0.903,1.77751262158719e-58,"yPAP","Gsn","protein_coding"
"H2-Ab1.1",7.40974170646176e-63,-0.616771891642686,0.502,0.681,2.05353581652881e-58,"yPAP","H2-Ab1","protein_coding"
"Peg3.1",8.19751311542719e-63,-0.31178365158987,0.222,0.417,2.27185878480949e-58,"yPAP","Peg3","protein_coding"
"Lgals3.1",1.6738740183579e-62,-0.491721413760178,0.479,0.706,4.63897445447707e-58,"yPAP","Lgals3","protein_coding"
"Palld.1",2.27600024120775e-62,-0.276670377159193,0.212,0.41,6.30770706848317e-58,"yPAP","Palld","protein_coding"
"Wnk1.1",8.40200058361998e-62,-0.361373543091295,0.412,0.633,2.32853044174444e-57,"yPAP","Wnk1","protein_coding"
"Ndufv3.1",1.22576550361548e-61,0.324631805270055,0.936,0.854,3.39708651671993e-57,"yPAP","Ndufv3","protein_coding"
"Sdc3.1",1.71020535068173e-61,-0.515323958342592,0.29,0.485,4.73966310887936e-57,"yPAP","Sdc3","protein_coding"
"Eef2.1",2.12433486196121e-61,-0.328368611863582,0.954,0.97,5.88738163643929e-57,"yPAP","Eef2","protein_coding"
"Gm10076.1",2.16856856669953e-61,0.545883371515816,0.568,0.49,6.00997092575108e-57,"yPAP","Gm10076","lncRNA"
"Mfap4.1",2.36264022590845e-61,-0.303168457320988,0.192,0.38,6.54782112208268e-57,"yPAP","Mfap4","protein_coding"
"Lsp1.1",3.81501417737291e-61,-0.435459385937124,0.406,0.598,1.05729302911713e-56,"yPAP","Lsp1","protein_coding"
"Rplp1.1",4.07127809005583e-61,-0.290625132501387,1,0.999,1.12831400987807e-56,"yPAP","Rplp1","protein_coding"
"Wdcp.1",4.18181354209375e-61,0.525582244014978,0.342,0.197,1.15894780505586e-56,"yPAP","Wdcp","protein_coding"
"Stbd1.1",4.81689165720053e-61,-0.345147048018165,0.37,0.586,1.33495335387655e-56,"yPAP","Stbd1","protein_coding"
"Hdgf.1",5.37067041579606e-61,-0.424031986025772,0.541,0.737,1.48842759903372e-56,"yPAP","Hdgf","protein_coding"
"Nfe2l1.1",6.26956425515354e-61,-0.37596210742056,0.611,0.777,1.73754703767325e-56,"yPAP","Nfe2l1","protein_coding"
"Myom2.1",7.25233809501019e-61,-0.331342860965074,0.863,0.915,2.00991297965112e-56,"yPAP","Myom2","protein_coding"
"Ybx1.1",1.24806281363812e-60,-0.352169024605345,0.823,0.906,3.45888128171669e-56,"yPAP","Ybx1","protein_coding"
"Rhoc.1",2.77103917210892e-60,-0.351751744968114,0.372,0.582,7.67965796158267e-56,"yPAP","Rhoc","protein_coding"
"Sh3glb1.1",5.05091389032398e-60,-0.385169584176229,0.734,0.845,1.39981027556439e-55,"yPAP","Sh3glb1","protein_coding"
"Grb10.1",6.97560996056212e-60,-0.41164026297199,0.296,0.479,1.93322054447019e-55,"yPAP","Grb10","protein_coding"
"Ckm.1",6.17673991187041e-59,0.288597732517975,1,1,1.71182169917577e-54,"yPAP","Ckm","protein_coding"
"Ankrd2.1",9.78702394753638e-59,-0.579923112429096,0.367,0.558,2.71237581682023e-54,"yPAP","Ankrd2","protein_coding"
"Ly6a.1",3.42903739888957e-58,-0.55664072705329,0.59,0.768,9.50323424728254e-54,"yPAP","Ly6a","protein_coding"
"Klhl30.1",4.33210544275643e-58,-0.317380038312284,0.335,0.537,1.20059970240552e-53,"yPAP","Klhl30","protein_coding"
"Usp28.1",4.56154705524783e-58,-0.251805866619643,0.255,0.463,1.26418715089138e-53,"yPAP","Usp28","protein_coding"
"Plekho1.1",4.86646644326876e-58,-0.295378788884932,0.215,0.399,1.3486925100875e-53,"yPAP","Plekho1","protein_coding"
"Nfib.1",5.09721803291119e-58,-0.367230878969436,0.416,0.633,1.41264300564101e-53,"yPAP","Nfib","protein_coding"
"Eif3j1.1",5.10290479714278e-58,-0.363681620189449,0.297,0.498,1.41421903548015e-53,"yPAP","Eif3j1","protein_coding"
"Aamdc.1",7.07488588618273e-58,-0.42845757397497,0.557,0.716,1.96073387449668e-53,"yPAP","Aamdc","protein_coding"
"Cacng1.1",8.40719833549322e-58,-0.370638062205873,0.798,0.897,2.32997094669859e-53,"yPAP","Cacng1","protein_coding"
"Eef1b2.1",1.45534839687849e-57,-0.405112658655224,0.821,0.893,4.03335254710904e-53,"yPAP","Eef1b2","protein_coding"
"Sms.1",1.71427034229257e-57,-0.284182950112477,0.321,0.525,4.75092882662963e-53,"yPAP","Sms","protein_coding"
"Mest.1",1.74985964581054e-57,-0.318013337396521,0.184,0.36,4.84956102239933e-53,"yPAP","Mest","protein_coding"
"1700122C19Rik.1",3.34449531705466e-57,0.522736093843358,0.1,0.006,9.26893432168528e-53,"yPAP","1700122C19Rik","lncRNA"
"Enho.1",4.26575796682577e-57,-0.282720065871518,0.175,0.349,1.18221216292609e-52,"yPAP","Enho","protein_coding"
"Ankrd1.1",5.80043726206783e-57,-0.445176216885946,0.386,0.598,1.60753318280948e-52,"yPAP","Ankrd1","protein_coding"
"Ncor1.1",5.94937457570534e-57,-0.288796712412282,0.249,0.45,1.64880966991098e-52,"yPAP","Ncor1","protein_coding"
"Ifit1.1",6.75216468080948e-57,-0.267725789682069,0.048,0.16,1.87129491963954e-52,"yPAP","Ifit1","protein_coding"
"Pdlim3.1",7.41672061256172e-57,-0.305852178897281,0.934,0.953,2.05546995056535e-52,"yPAP","Pdlim3","protein_coding"
"Itga7.1",1.11616415728087e-56,-0.331455931839474,0.484,0.686,3.0933373454882e-52,"yPAP","Itga7","protein_coding"
"Celf2.1",1.42700326027753e-56,-0.298469743522836,0.288,0.496,3.95479683553315e-52,"yPAP","Celf2","protein_coding"
"Agpat3.1",1.8446537675709e-56,-0.319984458968381,0.344,0.542,5.11227345144599e-52,"yPAP","Agpat3","protein_coding"
"Uqcrq.1",3.47825841842408e-56,0.272037973570531,0.991,0.962,9.63964538082049e-52,"yPAP","Uqcrq","protein_coding"
"Col5a3.1",5.42705174179266e-56,-0.376884239410686,0.319,0.518,1.50405311972042e-51,"yPAP","Col5a3","protein_coding"
"Pkig.1",1.33905511046761e-55,-0.407049824101072,0.468,0.649,3.71105733314994e-51,"yPAP","Pkig","protein_coding"
"Dnaja4.1",1.63336733160816e-55,-0.27735298289563,0.322,0.528,4.52671422281885e-51,"yPAP","Dnaja4","protein_coding"
"Fgfrl1.1",3.27008765637045e-55,-0.276778423241418,0.201,0.377,9.06272093086506e-51,"yPAP","Fgfrl1","protein_coding"
"Adssl1.1",3.29220106883095e-55,0.330668969786367,0.951,0.911,9.1240060421581e-51,"yPAP","Adssl1","protein_coding"
"Eif2s2.1",3.81871720853108e-55,-0.386857042062359,0.634,0.795,1.0583192871723e-50,"yPAP","Eif2s2","protein_coding"
"Ubxn4.1",5.84555627470489e-55,-0.293036100967182,0.289,0.49,1.62003746597171e-50,"yPAP","Ubxn4","protein_coding"
"Lgmn.1",1.30011523468673e-54,-0.622038554790462,0.561,0.764,3.60313936141081e-50,"yPAP","Lgmn","protein_coding"
"Chchd10.1",1.68861220948324e-54,0.317638926898197,0.974,0.938,4.67981987736186e-50,"yPAP","Chchd10","protein_coding"
"Il11ra1.1",2.97811627191858e-54,-0.345176285786985,0.328,0.531,8.25355143599516e-50,"yPAP","Il11ra1","protein_coding"
"Cxcl16.1",3.48891067040013e-54,-0.275588065278262,0.147,0.304,9.66916703194692e-50,"yPAP","Cxcl16","protein_coding"
"Rpl36.1",4.23225799156436e-54,0.290631380279579,0.928,0.926,1.17292797978215e-49,"yPAP","Rpl36","protein_coding"
"Ndufa13.1",1.79828191042727e-53,0.286075239981734,0.981,0.937,4.98375848655813e-49,"yPAP","Ndufa13","protein_coding"
"Eif5.1",3.1921004760945e-53,0.370249748424492,0.63,0.556,8.84658725944829e-49,"yPAP","Eif5","protein_coding"
"Chrnb1.1",3.32083377344572e-53,-0.27454112578717,0.288,0.487,9.20335871972746e-49,"yPAP","Chrnb1","protein_coding"
"Myog.1",5.4714558652475e-53,-0.37495325865588,0.226,0.402,1.51635927849469e-48,"yPAP","Myog","protein_coding"
"Limch1.1",1.02603519864946e-52,-0.292290065192756,0.269,0.465,2.8435539495371e-48,"yPAP","Limch1","protein_coding"
"Tap1.1",3.17397002413516e-52,-0.322272590524711,0.153,0.306,8.79634052488818e-48,"yPAP","Tap1","protein_coding"
"Tfrc.1",4.49603227837518e-52,-0.332640001197589,0.434,0.626,1.2460303856289e-47,"yPAP","Tfrc","protein_coding"
"Ilrun.1",5.27148416850347e-52,-0.342965310824711,0.418,0.62,1.46093912245905e-47,"yPAP","Ilrun","protein_coding"
"Klhdc3.1",1.78693664377674e-51,-0.279780872942235,0.344,0.548,4.95231621456285e-47,"yPAP","Klhdc3","protein_coding"
"ENSMUSG00000115801.1",2.13593998357636e-51,-0.323679675537036,0.081,0.206,5.91954407048353e-47,"yPAP","ENSMUSG00000115801","lncRNA"
"Ube2g2.1",3.07845672906931e-51,-0.334871858679554,0.391,0.584,8.53163497894268e-47,"yPAP","Ube2g2","protein_coding"
"Psme2.1",3.96351697255472e-51,-0.326779571559112,0.211,0.387,1.09844909377382e-46,"yPAP","Psme2","protein_coding"
"Marcks.1",4.61026614176388e-51,-0.395906666735021,0.533,0.727,1.27768915852844e-46,"yPAP","Marcks","protein_coding"
"Srpk3.1",8.30644437689837e-51,-0.252580210512966,0.264,0.455,2.30204799461361e-46,"yPAP","Srpk3","protein_coding"
"Stk40.1",1.1937330245273e-50,-0.298591801687047,0.272,0.46,3.30831170417495e-46,"yPAP","Stk40","protein_coding"
"Nsa2.1",1.34547881174381e-50,-0.297033219389896,0.438,0.634,3.7288599788668e-46,"yPAP","Nsa2","protein_coding"
